#s	W0^2		W2^2		W4^2		W6^2		W8^2
695.500100 2.182447e-01 -3.404350e-01 1.799487e-01 -4.854835e-02 -1.930762e-02
696.500100 2.177843e-01 -3.401752e-01 1.799433e-01 -4.845122e-02 -1.947762e-02
697.500100 2.173224e-01 -3.399092e-01 1.799345e-01 -4.836250e-02 -1.964630e-02
698.500100 2.168641e-01 -3.396503e-01 1.799321e-01 -4.826710e-02 -1.982683e-02
699.500100 2.164045e-01 -3.393816e-01 1.799174e-01 -4.816560e-02 -2.000197e-02
700.500100 2.159451e-01 -3.391135e-01 1.799087e-01 -4.807518e-02 -2.017107e-02
701.500100 2.154892e-01 -3.388474e-01 1.799029e-01 -4.798036e-02 -2.034360e-02
702.500100 2.150342e-01 -3.385782e-01 1.798920e-01 -4.788704e-02 -2.051488e-02
703.500100 2.145789e-01 -3.383043e-01 1.798787e-01 -4.779089e-02 -2.068163e-02
704.500100 2.141301e-01 -3.380379e-01 1.798693e-01 -4.769083e-02 -2.084909e-02
705.500100 2.136743e-01 -3.377588e-01 1.798536e-01 -4.759292e-02 -2.102357e-02
706.500100 2.132223e-01 -3.374819e-01 1.798416e-01 -4.749353e-02 -2.119615e-02
707.500100 2.127727e-01 -3.372070e-01 1.798279e-01 -4.739745e-02 -2.136553e-02
708.500100 2.123240e-01 -3.369299e-01 1.798166e-01 -4.729656e-02 -2.153794e-02
709.500100 2.118756e-01 -3.366482e-01 1.798006e-01 -4.719751e-02 -2.170831e-02
710.500100 2.114287e-01 -3.363694e-01 1.797858e-01 -4.709513e-02 -2.188209e-02
711.500100 2.109827e-01 -3.360892e-01 1.797734e-01 -4.699640e-02 -2.205609e-02
712.500000 2.105397e-01 -3.358058e-01 1.797492e-01 -4.688951e-02 -2.222015e-02
713.500000 2.100936e-01 -3.355172e-01 1.797308e-01 -4.678333e-02 -2.239924e-02
714.500100 2.096505e-01 -3.352299e-01 1.797084e-01 -4.668091e-02 -2.257113e-02
715.500000 2.092094e-01 -3.349443e-01 1.796891e-01 -4.658121e-02 -2.274623e-02
716.500000 2.087680e-01 -3.346561e-01 1.796670e-01 -4.647942e-02 -2.291677e-02
717.500100 2.083305e-01 -3.343692e-01 1.796427e-01 -4.637463e-02 -2.310559e-02
718.500000 2.078904e-01 -3.340804e-01 1.796252e-01 -4.627981e-02 -2.326786e-02
719.500100 2.074524e-01 -3.337891e-01 1.795990e-01 -4.617090e-02 -2.345150e-02
720.500000 2.070162e-01 -3.334973e-01 1.795755e-01 -4.607375e-02 -2.362356e-02
721.500000 2.065800e-01 -3.332037e-01 1.795459e-01 -4.596998e-02 -2.380350e-02
722.500000 2.061440e-01 -3.329087e-01 1.795157e-01 -4.586705e-02 -2.398791e-02
723.500000 2.057098e-01 -3.326093e-01 1.794796e-01 -4.576355e-02 -2.416368e-02
724.500000 2.052764e-01 -3.323108e-01 1.794500e-01 -4.566234e-02 -2.434693e-02
725.500000 2.048463e-01 -3.320166e-01 1.794223e-01 -4.555524e-02 -2.452616e-02
726.500000 2.044131e-01 -3.317118e-01 1.793848e-01 -4.544938e-02 -2.470543e-02
727.500000 2.039844e-01 -3.314155e-01 1.793548e-01 -4.534954e-02 -2.488089e-02
728.500000 2.035535e-01 -3.311090e-01 1.793158e-01 -4.524372e-02 -2.505857e-02
729.500000 2.031248e-01 -3.308069e-01 1.792863e-01 -4.514287e-02 -2.523472e-02
730.500000 2.027003e-01 -3.305042e-01 1.792471e-01 -4.503588e-02 -2.541528e-02
731.500000 2.022720e-01 -3.301963e-01 1.792063e-01 -4.492647e-02 -2.560777e-02
732.500000 2.018476e-01 -3.298922e-01 1.791711e-01 -4.481758e-02 -2.579596e-02
733.500000 2.014218e-01 -3.295800e-01 1.791252e-01 -4.470915e-02 -2.596648e-02
734.500000 2.009975e-01 -3.292691e-01 1.790894e-01 -4.460722e-02 -2.614360e-02
735.500000 2.005764e-01 -3.289613e-01 1.790500e-01 -4.450226e-02 -2.632054e-02
736.500000 2.001557e-01 -3.286479e-01 1.790031e-01 -4.438607e-02 -2.651359e-02
737.500000 1.997343e-01 -3.283370e-01 1.789618e-01 -4.428102e-02 -2.668643e-02
738.500000 1.993168e-01 -3.280244e-01 1.789139e-01 -4.417423e-02 -2.687160e-02
739.500000 1.988976e-01 -3.277092e-01 1.788694e-01 -4.407103e-02 -2.705415e-02
740.500000 1.984778e-01 -3.273907e-01 1.788199e-01 -4.396361e-02 -2.723725e-02
741.500000 1.980632e-01 -3.270786e-01 1.787690e-01 -4.384625e-02 -2.742523e-02
742.500000 1.976471e-01 -3.267576e-01 1.787212e-01 -4.374486e-02 -2.760580e-02
743.500000 1.972331e-01 -3.264409e-01 1.786714e-01 -4.363446e-02 -2.778534e-02
744.500000 1.968183e-01 -3.261196e-01 1.786213e-01 -4.352874e-02 -2.797125e-02
745.500000 1.964056e-01 -3.257988e-01 1.785697e-01 -4.342132e-02 -2.814938e-02
746.500000 1.959921e-01 -3.254762e-01 1.785144e-01 -4.330142e-02 -2.834322e-02
747.500000 1.955830e-01 -3.251520e-01 1.784550e-01 -4.318947e-02 -2.852755e-02
748.500000 1.951748e-01 -3.248344e-01 1.784054e-01 -4.308603e-02 -2.870436e-02
749.500000 1.947653e-01 -3.245076e-01 1.783473e-01 -4.297605e-02 -2.888755e-02
750.500000 1.943563e-01 -3.241788e-01 1.782841e-01 -4.285960e-02 -2.907691e-02
751.500000 1.939484e-01 -3.238515e-01 1.782293e-01 -4.275426e-02 -2.925664e-02
752.500000 1.935398e-01 -3.235183e-01 1.781635e-01 -4.263853e-02 -2.944359e-02
753.500000 1.931399e-01 -3.231965e-01 1.781032e-01 -4.252538e-02 -2.963273e-02
754.500000 1.927332e-01 -3.228652e-01 1.780405e-01 -4.241453e-02 -2.981313e-02
755.500000 1.923278e-01 -3.225319e-01 1.779768e-01 -4.230566e-02 -2.999369e-02
756.500000 1.919286e-01 -3.222067e-01 1.779183e-01 -4.220002e-02 -3.017876e-02
757.500000 1.915244e-01 -3.218701e-01 1.778475e-01 -4.208416e-02 -3.036953e-02
758.500000 1.911246e-01 -3.215376e-01 1.777821e-01 -4.197835e-02 -3.054884e-02
759.500000 1.907260e-01 -3.212053e-01 1.777103e-01 -4.186222e-02 -3.073980e-02
760.500000 1.903238e-01 -3.208659e-01 1.776354e-01 -4.174909e-02 -3.093169e-02
761.500000 1.899260e-01 -3.205309e-01 1.775625e-01 -4.163840e-02 -3.112099e-02
762.500000 1.895282e-01 -3.201939e-01 1.774910e-01 -4.152326e-02 -3.131101e-02
763.500000 1.891317e-01 -3.198547e-01 1.774223e-01 -4.141302e-02 -3.149206e-02
764.500000 1.887359e-01 -3.195124e-01 1.773487e-01 -4.129393e-02 -3.167342e-02
765.500000 1.883426e-01 -3.191700e-01 1.772751e-01 -4.117196e-02 -3.184937e-02
766.500000 1.879512e-01 -3.188283e-01 1.772069e-01 -4.105295e-02 -3.202087e-02
767.500000 1.875599e-01 -3.184834e-01 1.771353e-01 -4.092329e-02 -3.220240e-02
768.500000 1.871681e-01 -3.181334e-01 1.770647e-01 -4.079695e-02 -3.237741e-02
769.500000 1.867777e-01 -3.177825e-01 1.769933e-01 -4.066978e-02 -3.254385e-02
770.500000 1.863896e-01 -3.174348e-01 1.769272e-01 -4.054112e-02 -3.271101e-02
771.500000 1.860005e-01 -3.170768e-01 1.768492e-01 -4.040088e-02 -3.288543e-02
772.500000 1.856139e-01 -3.167217e-01 1.767783e-01 -4.026772e-02 -3.305063e-02
773.500000 1.852294e-01 -3.163683e-01 1.767110e-01 -4.013410e-02 -3.321533e-02
774.500000 1.848443e-01 -3.160122e-01 1.766449e-01 -3.999908e-02 -3.337823e-02
775.500000 1.844598e-01 -3.156483e-01 1.765673e-01 -3.985686e-02 -3.354302e-02
776.500000 1.840781e-01 -3.152919e-01 1.765040e-01 -3.972314e-02 -3.370153e-02
777.500000 1.836968e-01 -3.149302e-01 1.764335e-01 -3.958162e-02 -3.386383e-02
778.500000 1.833177e-01 -3.145667e-01 1.763611e-01 -3.943964e-02 -3.402587e-02
779.500000 1.829384e-01 -3.142046e-01 1.762955e-01 -3.929936e-02 -3.418952e-02
780.500000 1.825594e-01 -3.138368e-01 1.762225e-01 -3.915369e-02 -3.435047e-02
781.500000 1.821797e-01 -3.134654e-01 1.761490e-01 -3.901040e-02 -3.450539e-02
782.500000 1.818045e-01 -3.130956e-01 1.760743e-01 -3.886209e-02 -3.466780e-02
783.500000 1.814295e-01 -3.127258e-01 1.760002e-01 -3.870867e-02 -3.483635e-02
784.500000 1.810543e-01 -3.123561e-01 1.759372e-01 -3.857215e-02 -3.499209e-02
785.500000 1.806814e-01 -3.119825e-01 1.758608e-01 -3.842131e-02 -3.514988e-02
786.500000 1.803091e-01 -3.116081e-01 1.757864e-01 -3.826984e-02 -3.531412e-02
787.500000 1.799374e-01 -3.112317e-01 1.757141e-01 -3.812193e-02 -3.547755e-02
788.500000 1.795666e-01 -3.108535e-01 1.756369e-01 -3.797140e-02 -3.563597e-02
789.500000 1.791976e-01 -3.104760e-01 1.755642e-01 -3.782171e-02 -3.579883e-02
790.500000 1.788295e-01 -3.100987e-01 1.754935e-01 -3.767732e-02 -3.595824e-02
791.500000 1.784619e-01 -3.097164e-01 1.754112e-01 -3.751501e-02 -3.613148e-02
792.500000 1.780969e-01 -3.093363e-01 1.753341e-01 -3.736408e-02 -3.628904e-02
793.500000 1.777304e-01 -3.089526e-01 1.752601e-01 -3.721705e-02 -3.645123e-02
794.500000 1.773640e-01 -3.085649e-01 1.751788e-01 -3.706193e-02 -3.661665e-02
795.500000 1.770007e-01 -3.081808e-01 1.751009e-01 -3.691057e-02 -3.677896e-02
796.500000 1.766374e-01 -3.077924e-01 1.750182e-01 -3.675150e-02 -3.695425e-02
797.500000 1.762766e-01 -3.074069e-01 1.749409e-01 -3.660232e-02 -3.711473e-02
798.500000 1.759151e-01 -3.070191e-01 1.748642e-01 -3.645442e-02 -3.727792e-02
799.500000 1.755574e-01 -3.066297e-01 1.747798e-01 -3.629835e-02 -3.745065e-02
800.500000 1.751960e-01 -3.062361e-01 1.746966e-01 -3.614508e-02 -3.761839e-02
801.500000 1.748410e-01 -3.058493e-01 1.746171e-01 -3.599346e-02 -3.778883e-02
802.500000 1.744823e-01 -3.054532e-01 1.745298e-01 -3.583909e-02 -3.795620e-02
803.500000 1.741271e-01 -3.050610e-01 1.744473e-01 -3.568769e-02 -3.812514e-02
804.500000 1.737729e-01 -3.046671e-01 1.743571e-01 -3.552714e-02 -3.830014e-02
805.500000 1.734158e-01 -3.042650e-01 1.742687e-01 -3.537843e-02 -3.846625e-02
806.500000 1.730642e-01 -3.038742e-01 1.741885e-01 -3.522921e-02 -3.863941e-02
807.500000 1.727127e-01 -3.034777e-01 1.740995e-01 -3.507571e-02 -3.881394e-02
808.500000 1.723589e-01 -3.030743e-01 1.740076e-01 -3.492258e-02 -3.898777e-02
809.500000 1.720089e-01 -3.026767e-01 1.739180e-01 -3.476977e-02 -3.916201e-02
810.500000 1.716610e-01 -3.022787e-01 1.738270e-01 -3.461754e-02 -3.933450e-02
811.500000 1.713110e-01 -3.018755e-01 1.737331e-01 -3.446192e-02 -3.951609e-02
812.500000 1.709637e-01 -3.014732e-01 1.736397e-01 -3.431114e-02 -3.969240e-02
813.500000 1.706168e-01 -3.010711e-01 1.735475e-01 -3.416205e-02 -3.986978e-02
814.500000 1.702711e-01 -3.006672e-01 1.734490e-01 -3.400520e-02 -4.004984e-02
815.500000 1.699226e-01 -3.002571e-01 1.733518e-01 -3.385704e-02 -4.022618e-02
816.500000 1.695793e-01 -2.998517e-01 1.732510e-01 -3.370241e-02 -4.040955e-02
817.500000 1.692365e-01 -2.994473e-01 1.731531e-01 -3.354971e-02 -4.059039e-02
818.500000 1.688944e-01 -2.990394e-01 1.730513e-01 -3.339762e-02 -4.077339e-02
819.500000 1.685530e-01 -2.986324e-01 1.729514e-01 -3.324692e-02 -4.095751e-02
820.500000 1.682116e-01 -2.982242e-01 1.728500e-01 -3.309640e-02 -4.113797e-02
821.500000 1.678730e-01 -2.978171e-01 1.727487e-01 -3.294649e-02 -4.132543e-02
822.500000 1.675337e-01 -2.974059e-01 1.726433e-01 -3.279863e-02 -4.150235e-02
823.500000 1.671964e-01 -2.969969e-01 1.725394e-01 -3.265109e-02 -4.168563e-02
824.500000 1.668577e-01 -2.965823e-01 1.724292e-01 -3.249909e-02 -4.187206e-02
825.500000 1.665216e-01 -2.961699e-01 1.723204e-01 -3.234926e-02 -4.205879e-02
826.500000 1.661873e-01 -2.957601e-01 1.722124e-01 -3.219821e-02 -4.224773e-02
827.500000 1.658514e-01 -2.953442e-01 1.721022e-01 -3.205464e-02 -4.242792e-02
828.500000 1.655180e-01 -2.949313e-01 1.719907e-01 -3.190378e-02 -4.262068e-02
829.500000 1.651839e-01 -2.945139e-01 1.718762e-01 -3.175846e-02 -4.280239e-02
830.500000 1.648526e-01 -2.941006e-01 1.717634e-01 -3.160775e-02 -4.299775e-02
831.500000 1.645227e-01 -2.936858e-01 1.716460e-01 -3.145747e-02 -4.318801e-02
832.500000 1.641905e-01 -2.932660e-01 1.715280e-01 -3.131309e-02 -4.337252e-02
833.500000 1.638608e-01 -2.928484e-01 1.714084e-01 -3.116273e-02 -4.356601e-02
834.500000 1.635319e-01 -2.924309e-01 1.712916e-01 -3.102153e-02 -4.375004e-02
835.500000 1.632045e-01 -2.920135e-01 1.711710e-01 -3.087474e-02 -4.393873e-02
836.500000 1.628791e-01 -2.915969e-01 1.710496e-01 -3.072597e-02 -4.413864e-02
837.500000 1.625495e-01 -2.911704e-01 1.709218e-01 -3.058225e-02 -4.432305e-02
838.500000 1.622262e-01 -2.907558e-01 1.708036e-01 -3.044052e-02 -4.451498e-02
839.500000 1.619016e-01 -2.903344e-01 1.706759e-01 -3.029457e-02 -4.470532e-02
840.500000 1.615767e-01 -2.899101e-01 1.705434e-01 -3.014318e-02 -4.490412e-02
841.500000 1.612531e-01 -2.894873e-01 1.704153e-01 -3.000209e-02 -4.509107e-02
842.500000 1.609296e-01 -2.890651e-01 1.702887e-01 -2.986122e-02 -4.528162e-02
843.500000 1.606115e-01 -2.886487e-01 1.701609e-01 -2.971721e-02 -4.547489e-02
844.500000 1.602879e-01 -2.882177e-01 1.700204e-01 -2.957016e-02 -4.566714e-02
845.500000 1.599693e-01 -2.877973e-01 1.698902e-01 -2.942814e-02 -4.586160e-02
846.500000 1.596504e-01 -2.873750e-01 1.697582e-01 -2.928767e-02 -4.605217e-02
847.500000 1.593330e-01 -2.869504e-01 1.696195e-01 -2.914318e-02 -4.624761e-02
848.500000 1.590152e-01 -2.865255e-01 1.694824e-01 -2.900048e-02 -4.643972e-02
849.500000 1.586980e-01 -2.860990e-01 1.693428e-01 -2.885931e-02 -4.663298e-02
850.500000 1.583821e-01 -2.856724e-01 1.691998e-01 -2.871409e-02 -4.682817e-02
851.500000 1.580670e-01 -2.852464e-01 1.690583e-01 -2.857247e-02 -4.702176e-02
852.500000 1.577528e-01 -2.848196e-01 1.689144e-01 -2.843055e-02 -4.721536e-02
853.500000 1.574386e-01 -2.843919e-01 1.687703e-01 -2.829029e-02 -4.740769e-02
854.500000 1.571261e-01 -2.839652e-01 1.686241e-01 -2.814717e-02 -4.760406e-02
855.500000 1.568137e-01 -2.835361e-01 1.684758e-01 -2.800899e-02 -4.779301e-02
856.500000 1.565031e-01 -2.831097e-01 1.683290e-01 -2.786783e-02 -4.799011e-02
857.500000 1.561929e-01 -2.826822e-01 1.681807e-01 -2.773014e-02 -4.817893e-02
858.500000 1.558851e-01 -2.822554e-01 1.680281e-01 -2.758843e-02 -4.837024e-02
859.500000 1.555761e-01 -2.818265e-01 1.678755e-01 -2.744635e-02 -4.856814e-02
860.500000 1.552684e-01 -2.813988e-01 1.677229e-01 -2.730686e-02 -4.876037e-02
861.500000 1.549592e-01 -2.809659e-01 1.675661e-01 -2.716843e-02 -4.895082e-02
862.500000 1.546533e-01 -2.805363e-01 1.674077e-01 -2.702611e-02 -4.914578e-02
863.500000 1.543471e-01 -2.801058e-01 1.672510e-01 -2.689054e-02 -4.933400e-02
864.500000 1.540411e-01 -2.796742e-01 1.670920e-01 -2.675304e-02 -4.952385e-02
865.500000 1.537388e-01 -2.792469e-01 1.669314e-01 -2.661084e-02 -4.971918e-02
866.500000 1.534352e-01 -2.788158e-01 1.667699e-01 -2.647394e-02 -4.990926e-02
867.500000 1.531314e-01 -2.783832e-01 1.666041e-01 -2.632943e-02 -5.010656e-02
868.500000 1.528292e-01 -2.779503e-01 1.664368e-01 -2.618982e-02 -5.030018e-02
869.500000 1.525290e-01 -2.775202e-01 1.662702e-01 -2.604972e-02 -5.048869e-02
870.500000 1.522267e-01 -2.770861e-01 1.661033e-01 -2.591357e-02 -5.067922e-02
871.500000 1.519273e-01 -2.766529e-01 1.659293e-01 -2.577021e-02 -5.086871e-02
872.500000 1.516289e-01 -2.762227e-01 1.657621e-01 -2.563413e-02 -5.105789e-02
873.500000 1.513308e-01 -2.757899e-01 1.655886e-01 -2.549349e-02 -5.124980e-02
874.500000 1.510319e-01 -2.753566e-01 1.654182e-01 -2.535902e-02 -5.143731e-02
875.500000 1.507362e-01 -2.749248e-01 1.652418e-01 -2.521616e-02 -5.163029e-02
876.500000 1.504393e-01 -2.744905e-01 1.650663e-01 -2.507991e-02 -5.181614e-02
877.500000 1.501425e-01 -2.740550e-01 1.648873e-01 -2.494161e-02 -5.200058e-02
878.500000 1.498491e-01 -2.736229e-01 1.647090e-01 -2.480371e-02 -5.218934e-02
879.500000 1.495546e-01 -2.731886e-01 1.645261e-01 -2.466049e-02 -5.237737e-02
880.500000 1.492623e-01 -2.727577e-01 1.643503e-01 -2.452732e-02 -5.256522e-02
881.500000 1.489696e-01 -2.723228e-01 1.641655e-01 -2.438900e-02 -5.274668e-02
882.500000 1.486767e-01 -2.718862e-01 1.639777e-01 -2.424535e-02 -5.293729e-02
883.500000 1.483852e-01 -2.714528e-01 1.637953e-01 -2.411165e-02 -5.311751e-02
884.500000 1.480947e-01 -2.710180e-01 1.636073e-01 -2.397039e-02 -5.330623e-02
885.500000 1.478069e-01 -2.705862e-01 1.634187e-01 -2.382927e-02 -5.349356e-02
886.500000 1.475179e-01 -2.701526e-01 1.632311e-01 -2.369319e-02 -5.367286e-02
887.500000 1.472287e-01 -2.697173e-01 1.630409e-01 -2.355390e-02 -5.385837e-02
888.500000 1.469401e-01 -2.692803e-01 1.628465e-01 -2.341394e-02 -5.403974e-02
889.500000 1.466519e-01 -2.688421e-01 1.626491e-01 -2.327310e-02 -5.422157e-02
890.500000 1.463673e-01 -2.684107e-01 1.624563e-01 -2.313341e-02 -5.440462e-02
891.500000 1.460817e-01 -2.679759e-01 1.622616e-01 -2.299671e-02 -5.458427e-02
892.500000 1.457970e-01 -2.675422e-01 1.620655e-01 -2.285671e-02 -5.476558e-02
893.500000 1.455116e-01 -2.671026e-01 1.618601e-01 -2.271221e-02 -5.494734e-02
894.500000 1.452298e-01 -2.666723e-01 1.616661e-01 -2.257823e-02 -5.512158e-02
895.500000 1.449461e-01 -2.662350e-01 1.614623e-01 -2.243560e-02 -5.530324e-02
896.500000 1.446639e-01 -2.657995e-01 1.612586e-01 -2.229377e-02 -5.548321e-02
897.500000 1.443826e-01 -2.653647e-01 1.610550e-01 -2.215457e-02 -5.565635e-02
898.500000 1.441011e-01 -2.649300e-01 1.608549e-01 -2.202142e-02 -5.583048e-02
899.500000 1.438217e-01 -2.644934e-01 1.606421e-01 -2.187376e-02 -5.601122e-02
900.500000 1.435418e-01 -2.640575e-01 1.604351e-01 -2.173529e-02 -5.618484e-02
901.500000 1.432620e-01 -2.636208e-01 1.602252e-01 -2.159265e-02 -5.636207e-02
902.500000 1.429843e-01 -2.631872e-01 1.600176e-01 -2.145448e-02 -5.653304e-02
903.500000 1.427068e-01 -2.627514e-01 1.598050e-01 -2.131379e-02 -5.670301e-02
904.500000 1.424313e-01 -2.623178e-01 1.595925e-01 -2.117253e-02 -5.687343e-02
905.500000 1.421534e-01 -2.618793e-01 1.593758e-01 -2.102693e-02 -5.705299e-02
906.500000 1.418776e-01 -2.614437e-01 1.591602e-01 -2.088514e-02 -5.722339e-02
907.500000 1.416028e-01 -2.610070e-01 1.589405e-01 -2.074165e-02 -5.739242e-02
908.500000 1.413284e-01 -2.605720e-01 1.587235e-01 -2.059797e-02 -5.756596e-02
909.500000 1.410544e-01 -2.601365e-01 1.585046e-01 -2.045703e-02 -5.773045e-02
910.500000 1.407828e-01 -2.597031e-01 1.582853e-01 -2.031571e-02 -5.789669e-02
911.500000 1.405101e-01 -2.592675e-01 1.580636e-01 -2.016959e-02 -5.807182e-02
912.500000 1.402389e-01 -2.588312e-01 1.578379e-01 -2.002666e-02 -5.823411e-02
913.500000 1.399668e-01 -2.583962e-01 1.576158e-01 -1.988075e-02 -5.840646e-02
914.500000 1.396967e-01 -2.579608e-01 1.573894e-01 -1.973745e-02 -5.856962e-02
915.500000 1.394259e-01 -2.575239e-01 1.571613e-01 -1.959095e-02 -5.873628e-02
916.500000 1.391571e-01 -2.570893e-01 1.569326e-01 -1.944360e-02 -5.890277e-02
917.500000 1.388902e-01 -2.566567e-01 1.567058e-01 -1.930310e-02 -5.906090e-02
918.500000 1.386202e-01 -2.562192e-01 1.564750e-01 -1.915610e-02 -5.922758e-02
919.500000 1.383534e-01 -2.557833e-01 1.562402e-01 -1.900734e-02 -5.939025e-02
920.500000 1.380875e-01 -2.553516e-01 1.560121e-01 -1.886336e-02 -5.955358e-02
921.500000 1.378211e-01 -2.549162e-01 1.557785e-01 -1.871961e-02 -5.970907e-02
922.500000 1.375559e-01 -2.544807e-01 1.555396e-01 -1.856565e-02 -5.987800e-02
923.500000 1.372914e-01 -2.540469e-01 1.553043e-01 -1.841951e-02 -6.003430e-02
924.500000 1.370265e-01 -2.536103e-01 1.550649e-01 -1.827155e-02 -6.019152e-02
925.500000 1.367630e-01 -2.531768e-01 1.548267e-01 -1.812164e-02 -6.035164e-02
926.500000 1.365008e-01 -2.527435e-01 1.545875e-01 -1.797538e-02 -6.050453e-02
927.500000 1.362390e-01 -2.523098e-01 1.543452e-01 -1.782269e-02 -6.066592e-02
928.500000 1.359776e-01 -2.518771e-01 1.541052e-01 -1.767330e-02 -6.082518e-02
929.500000 1.357161e-01 -2.514416e-01 1.538593e-01 -1.752148e-02 -6.097919e-02
930.500000 1.354547e-01 -2.510060e-01 1.536143e-01 -1.737350e-02 -6.113036e-02
931.500000 1.351957e-01 -2.505752e-01 1.533716e-01 -1.722297e-02 -6.128522e-02
932.500000 1.349367e-01 -2.501408e-01 1.531213e-01 -1.706633e-02 -6.144366e-02
933.500000 1.346781e-01 -2.497074e-01 1.528729e-01 -1.691446e-02 -6.159444e-02
934.500000 1.344193e-01 -2.492740e-01 1.526264e-01 -1.676619e-02 -6.174132e-02
935.500000 1.341610e-01 -2.488387e-01 1.523738e-01 -1.661138e-02 -6.189468e-02
936.500000 1.339041e-01 -2.484064e-01 1.521241e-01 -1.646072e-02 -6.204057e-02
937.500000 1.336474e-01 -2.479731e-01 1.518723e-01 -1.630739e-02 -6.219366e-02
938.500000 1.333909e-01 -2.475377e-01 1.516142e-01 -1.614962e-02 -6.234053e-02
939.500000 1.331366e-01 -2.471074e-01 1.513623e-01 -1.599494e-02 -6.249260e-02
940.500000 1.328819e-01 -2.466752e-01 1.511071e-01 -1.583994e-02 -6.264080e-02
941.500000 1.326286e-01 -2.462437e-01 1.508495e-01 -1.568211e-02 -6.278974e-02
942.500000 1.323751e-01 -2.458113e-01 1.505916e-01 -1.552592e-02 -6.293579e-02
943.500000 1.321237e-01 -2.453820e-01 1.503335e-01 -1.536864e-02 -6.308103e-02
944.500000 1.318697e-01 -2.449466e-01 1.500705e-01 -1.520993e-02 -6.322550e-02
945.500000 1.316174e-01 -2.445152e-01 1.498130e-01 -1.505705e-02 -6.336636e-02
946.500000 1.313682e-01 -2.440858e-01 1.495482e-01 -1.489223e-02 -6.351643e-02
947.500000 1.311176e-01 -2.436553e-01 1.492875e-01 -1.473686e-02 -6.365645e-02
948.500000 1.308660e-01 -2.432209e-01 1.490206e-01 -1.457675e-02 -6.379887e-02
949.500000 1.306175e-01 -2.427917e-01 1.487554e-01 -1.441460e-02 -6.394155e-02
950.500000 1.303688e-01 -2.423621e-01 1.484920e-01 -1.425817e-02 -6.407988e-02
951.500000 1.301211e-01 -2.419319e-01 1.482228e-01 -1.409412e-02 -6.422186e-02
952.500000 1.298728e-01 -2.415004e-01 1.479530e-01 -1.393041e-02 -6.436306e-02
953.500000 1.296260e-01 -2.410716e-01 1.476856e-01 -1.377087e-02 -6.449761e-02
954.500000 1.293785e-01 -2.406392e-01 1.474121e-01 -1.360591e-02 -6.463751e-02
955.500000 1.291339e-01 -2.402131e-01 1.471446e-01 -1.344527e-02 -6.477420e-02
956.500000 1.288881e-01 -2.397827e-01 1.468699e-01 -1.327639e-02 -6.491674e-02
957.500000 1.286435e-01 -2.393541e-01 1.465972e-01 -1.311305e-02 -6.505161e-02
958.500000 1.284002e-01 -2.389269e-01 1.463229e-01 -1.294536e-02 -6.519155e-02
959.500000 1.281550e-01 -2.384952e-01 1.460452e-01 -1.277973e-02 -6.532414e-02
960.500000 1.279126e-01 -2.380691e-01 1.457728e-01 -1.261722e-02 -6.545551e-02
961.500000 1.276702e-01 -2.376425e-01 1.454975e-01 -1.245012e-02 -6.559226e-02
962.500000 1.274268e-01 -2.372110e-01 1.452157e-01 -1.228123e-02 -6.572450e-02
963.500000 1.271862e-01 -2.367860e-01 1.449399e-01 -1.211671e-02 -6.585380e-02
964.500000 1.269450e-01 -2.363574e-01 1.446569e-01 -1.194171e-02 -6.599403e-02
965.500000 1.267056e-01 -2.359326e-01 1.443790e-01 -1.177634e-02 -6.612226e-02
966.500000 1.264639e-01 -2.355024e-01 1.440952e-01 -1.160763e-02 -6.624897e-02
967.500000 1.262256e-01 -2.350776e-01 1.438125e-01 -1.143367e-02 -6.638551e-02
968.500000 1.259862e-01 -2.346503e-01 1.435284e-01 -1.126275e-02 -6.651395e-02
969.500000 1.257494e-01 -2.342276e-01 1.432477e-01 -1.109378e-02 -6.664127e-02
970.500000 1.255113e-01 -2.338006e-01 1.429586e-01 -1.091406e-02 -6.677855e-02
971.500000 1.252727e-01 -2.333726e-01 1.426720e-01 -1.074473e-02 -6.690038e-02
972.500000 1.250364e-01 -2.329482e-01 1.423863e-01 -1.057447e-02 -6.702300e-02
973.500000 1.248007e-01 -2.325232e-01 1.420968e-01 -1.039780e-02 -6.715316e-02
974.500000 1.245647e-01 -2.320980e-01 1.418070e-01 -1.022101e-02 -6.728245e-02
975.500000 1.243302e-01 -2.316751e-01 1.415193e-01 -1.004742e-02 -6.740661e-02
976.500000 1.240949e-01 -2.312488e-01 1.412260e-01 -9.868346e-03 -6.753607e-02
977.500000 1.238616e-01 -2.308276e-01 1.409390e-01 -9.696196e-03 -6.765749e-02
978.500000 1.236278e-01 -2.304024e-01 1.406431e-01 -9.515401e-03 -6.778442e-02
979.500000 1.233943e-01 -2.299783e-01 1.403495e-01 -9.336477e-03 -6.790811e-02
980.500000 1.231611e-01 -2.295544e-01 1.400548e-01 -9.156195e-03 -6.803537e-02
981.500000 1.229306e-01 -2.291346e-01 1.397631e-01 -8.980219e-03 -6.815540e-02
982.500000 1.226992e-01 -2.287124e-01 1.394676e-01 -8.800482e-03 -6.827620e-02
983.500000 1.224678e-01 -2.282891e-01 1.391701e-01 -8.618792e-03 -6.840064e-02
984.500000 1.222370e-01 -2.278669e-01 1.388729e-01 -8.438055e-03 -6.852067e-02
985.500000 1.220071e-01 -2.274455e-01 1.385749e-01 -8.255191e-03 -6.864412e-02
