#s	W0^2		W2^2		W4^2		W6^2		W8^2
1719.500000 3.178316e-02 -3.276063e-02 -4.190159e-02 8.723602e-02 -4.915409e-02
1720.500000 3.172008e-02 -3.263427e-02 -4.196366e-02 8.714050e-02 -4.894235e-02
1721.500000 3.165768e-02 -3.250911e-02 -4.202503e-02 8.704494e-02 -4.873081e-02
1722.500000 3.159585e-02 -3.238464e-02 -4.208679e-02 8.695044e-02 -4.852031e-02
1723.500000 3.153313e-02 -3.225933e-02 -4.214718e-02 8.685316e-02 -4.830791e-02
1724.500000 3.147070e-02 -3.213452e-02 -4.220735e-02 8.675634e-02 -4.809682e-02
1725.500000 3.140795e-02 -3.200933e-02 -4.226675e-02 8.665678e-02 -4.788223e-02
1726.500000 3.134625e-02 -3.188569e-02 -4.232661e-02 8.656012e-02 -4.767087e-02
1727.500000 3.128448e-02 -3.176253e-02 -4.238474e-02 8.646170e-02 -4.745980e-02
1728.500000 3.122246e-02 -3.163850e-02 -4.244399e-02 8.636338e-02 -4.724725e-02
1729.500000 3.116081e-02 -3.151530e-02 -4.250261e-02 8.626509e-02 -4.703535e-02
1730.500000 3.109927e-02 -3.139245e-02 -4.256037e-02 8.616566e-02 -4.682308e-02
1731.500000 3.103774e-02 -3.127032e-02 -4.261620e-02 8.606415e-02 -4.661044e-02
1732.500000 3.097603e-02 -3.114786e-02 -4.267245e-02 8.596351e-02 -4.639870e-02
1733.500000 3.091463e-02 -3.102532e-02 -4.272963e-02 8.586275e-02 -4.618462e-02
1734.500000 3.085319e-02 -3.090334e-02 -4.278509e-02 8.576028e-02 -4.597094e-02
1735.500000 3.079229e-02 -3.078235e-02 -4.284031e-02 8.565901e-02 -4.575911e-02
1736.500000 3.073147e-02 -3.066129e-02 -4.289564e-02 8.555714e-02 -4.554639e-02
1737.500000 3.066991e-02 -3.053986e-02 -4.294928e-02 8.545333e-02 -4.533365e-02
1738.500000 3.060945e-02 -3.041988e-02 -4.300323e-02 8.535086e-02 -4.512187e-02
1739.500000 3.054835e-02 -3.029917e-02 -4.305632e-02 8.524610e-02 -4.490819e-02
1740.500000 3.048765e-02 -3.017916e-02 -4.310891e-02 8.514091e-02 -4.469408e-02
1741.500000 3.042704e-02 -3.005934e-02 -4.316172e-02 8.503690e-02 -4.448143e-02
1742.500000 3.036651e-02 -2.993961e-02 -4.321432e-02 8.493218e-02 -4.426815e-02
1743.500000 3.030642e-02 -2.982126e-02 -4.326495e-02 8.482641e-02 -4.405652e-02
1744.500000 3.024571e-02 -2.970172e-02 -4.331617e-02 8.471974e-02 -4.384194e-02
1745.500000 3.018575e-02 -2.958353e-02 -4.336668e-02 8.461337e-02 -4.362910e-02
1746.500000 3.012561e-02 -2.946491e-02 -4.341760e-02 8.450726e-02 -4.341625e-02
1747.500000 3.006534e-02 -2.934690e-02 -4.346634e-02 8.439877e-02 -4.320283e-02
1748.500000 3.000545e-02 -2.922895e-02 -4.351606e-02 8.429093e-02 -4.298884e-02
1749.500000 2.994571e-02 -2.911166e-02 -4.356489e-02 8.418305e-02 -4.277607e-02
1750.500000 2.988616e-02 -2.899440e-02 -4.361418e-02 8.407535e-02 -4.256262e-02
1751.500000 2.982623e-02 -2.887722e-02 -4.366163e-02 8.396530e-02 -4.234875e-02
1752.500000 2.976705e-02 -2.876073e-02 -4.371008e-02 8.385684e-02 -4.213522e-02
1753.500000 2.970715e-02 -2.864435e-02 -4.375547e-02 8.374491e-02 -4.192161e-02
1754.500000 2.964798e-02 -2.852845e-02 -4.380249e-02 8.363560e-02 -4.170931e-02
1755.500000 2.958881e-02 -2.841237e-02 -4.384975e-02 8.352579e-02 -4.149567e-02
1756.500000 2.952951e-02 -2.829725e-02 -4.389409e-02 8.341369e-02 -4.128322e-02
1757.500000 2.947060e-02 -2.818197e-02 -4.393987e-02 8.330219e-02 -4.106922e-02
1758.500000 2.941161e-02 -2.806674e-02 -4.398542e-02 8.319078e-02 -4.085564e-02
1759.500000 2.935280e-02 -2.795242e-02 -4.402942e-02 8.307876e-02 -4.064368e-02
1760.500000 2.929424e-02 -2.783836e-02 -4.407328e-02 8.296595e-02 -4.043021e-02
1761.500000 2.923498e-02 -2.772322e-02 -4.411716e-02 8.285191e-02 -4.021529e-02
1762.500000 2.917647e-02 -2.760947e-02 -4.416027e-02 8.273809e-02 -4.000156e-02
1763.500000 2.911854e-02 -2.749644e-02 -4.420378e-02 8.262551e-02 -3.978858e-02
1764.500000 2.905968e-02 -2.738276e-02 -4.424537e-02 8.251032e-02 -3.957593e-02
1765.500000 2.900148e-02 -2.726982e-02 -4.428746e-02 8.239585e-02 -3.936247e-02
1766.500000 2.894298e-02 -2.715676e-02 -4.432854e-02 8.227996e-02 -3.914893e-02
1767.500000 2.888521e-02 -2.704478e-02 -4.436968e-02 8.216526e-02 -3.893657e-02
1768.500000 2.882728e-02 -2.693232e-02 -4.441127e-02 8.205025e-02 -3.872335e-02
1769.500000 2.876921e-02 -2.682045e-02 -4.445082e-02 8.193337e-02 -3.851017e-02
1770.500000 2.871136e-02 -2.670902e-02 -4.448984e-02 8.181592e-02 -3.829725e-02
1771.500000 2.865362e-02 -2.659734e-02 -4.452998e-02 8.169974e-02 -3.808435e-02
1772.500000 2.859639e-02 -2.648663e-02 -4.456938e-02 8.158304e-02 -3.787125e-02
1773.500000 2.853853e-02 -2.637554e-02 -4.460742e-02 8.146460e-02 -3.765807e-02
1774.500000 2.848140e-02 -2.626543e-02 -4.464563e-02 8.134719e-02 -3.744604e-02
1775.500000 2.842377e-02 -2.615462e-02 -4.468352e-02 8.122825e-02 -3.723239e-02
1776.500000 2.836676e-02 -2.604522e-02 -4.472020e-02 8.110948e-02 -3.702067e-02
1777.500000 2.830972e-02 -2.593534e-02 -4.475781e-02 8.099072e-02 -3.680692e-02
1778.500000 2.825263e-02 -2.582585e-02 -4.479428e-02 8.087149e-02 -3.659521e-02
1779.500000 2.819552e-02 -2.571648e-02 -4.483029e-02 8.075138e-02 -3.638227e-02
1780.500000 2.813887e-02 -2.560788e-02 -4.486601e-02 8.063180e-02 -3.617084e-02
1781.500000 2.808178e-02 -2.549885e-02 -4.490101e-02 8.051051e-02 -3.595771e-02
1782.500000 2.802558e-02 -2.539094e-02 -4.493638e-02 8.039040e-02 -3.574545e-02
1783.500000 2.796837e-02 -2.528233e-02 -4.496985e-02 8.026788e-02 -3.553328e-02
1784.500000 2.791203e-02 -2.517447e-02 -4.500434e-02 8.014645e-02 -3.532050e-02
1785.500000 2.785583e-02 -2.506707e-02 -4.503821e-02 8.002474e-02 -3.510823e-02
1786.500000 2.779945e-02 -2.495985e-02 -4.507110e-02 7.990265e-02 -3.489736e-02
1787.500000 2.774348e-02 -2.485302e-02 -4.510433e-02 7.978062e-02 -3.468545e-02
1788.500000 2.768704e-02 -2.474593e-02 -4.513627e-02 7.965673e-02 -3.447332e-02
1789.500000 2.763157e-02 -2.464006e-02 -4.516887e-02 7.953498e-02 -3.426287e-02
1790.500000 2.757562e-02 -2.453383e-02 -4.520023e-02 7.941061e-02 -3.405039e-02
1791.500000 2.751975e-02 -2.442793e-02 -4.523132e-02 7.928690e-02 -3.383926e-02
1792.500000 2.746357e-02 -2.432191e-02 -4.526137e-02 7.916169e-02 -3.362803e-02
1793.500000 2.740869e-02 -2.421684e-02 -4.529379e-02 7.903970e-02 -3.341728e-02
1794.500000 2.735303e-02 -2.411191e-02 -4.532266e-02 7.891348e-02 -3.320595e-02
1795.500000 2.729749e-02 -2.400674e-02 -4.535255e-02 7.878790e-02 -3.299390e-02
1796.500000 2.724194e-02 -2.390177e-02 -4.538192e-02 7.866208e-02 -3.278253e-02
1797.500000 2.718688e-02 -2.379776e-02 -4.541094e-02 7.853731e-02 -3.257309e-02
1798.500000 2.713182e-02 -2.369361e-02 -4.543992e-02 7.841158e-02 -3.236214e-02
1799.500000 2.707685e-02 -2.359022e-02 -4.546729e-02 7.828466e-02 -3.215193e-02
1800.500000 2.702180e-02 -2.348648e-02 -4.549525e-02 7.815825e-02 -3.194173e-02
1801.500000 2.696728e-02 -2.338325e-02 -4.552363e-02 7.803199e-02 -3.173079e-02
1802.500000 2.691247e-02 -2.328010e-02 -4.555088e-02 7.790509e-02 -3.152062e-02
1803.500000 2.685798e-02 -2.317787e-02 -4.557688e-02 7.777748e-02 -3.131153e-02
1804.500000 2.680346e-02 -2.307538e-02 -4.560330e-02 7.764985e-02 -3.110210e-02
1805.500000 2.674855e-02 -2.297260e-02 -4.562888e-02 7.752059e-02 -3.089102e-02
1806.500000 2.669433e-02 -2.287081e-02 -4.565449e-02 7.739236e-02 -3.068142e-02
1807.500000 2.664045e-02 -2.276945e-02 -4.568040e-02 7.726504e-02 -3.047286e-02
1808.500000 2.658596e-02 -2.266801e-02 -4.570399e-02 7.713464e-02 -3.026326e-02
1809.500000 2.653201e-02 -2.256688e-02 -4.572874e-02 7.700586e-02 -3.005448e-02
1810.500000 2.647794e-02 -2.246562e-02 -4.575339e-02 7.687667e-02 -2.984476e-02
1811.500000 2.642408e-02 -2.236521e-02 -4.577651e-02 7.674644e-02 -2.963647e-02
1812.500000 2.637059e-02 -2.226533e-02 -4.579984e-02 7.661707e-02 -2.942844e-02
1813.500000 2.631692e-02 -2.216523e-02 -4.582280e-02 7.648663e-02 -2.921958e-02
1814.500000 2.626336e-02 -2.206514e-02 -4.584617e-02 7.635695e-02 -2.901149e-02
1815.500000 2.620975e-02 -2.196549e-02 -4.586805e-02 7.622552e-02 -2.880307e-02
1816.500000 2.615643e-02 -2.186614e-02 -4.589020e-02 7.609449e-02 -2.859457e-02
1817.500000 2.610330e-02 -2.176722e-02 -4.591208e-02 7.596399e-02 -2.838757e-02
1818.500000 2.604986e-02 -2.166840e-02 -4.593254e-02 7.583197e-02 -2.818055e-02
1819.500000 2.599684e-02 -2.156991e-02 -4.595331e-02 7.569963e-02 -2.797218e-02
1820.500000 2.594366e-02 -2.147157e-02 -4.597333e-02 7.556717e-02 -2.776512e-02
1821.500000 2.589093e-02 -2.137382e-02 -4.599351e-02 7.543543e-02 -2.755894e-02
1822.500000 2.583827e-02 -2.127607e-02 -4.601368e-02 7.530311e-02 -2.735151e-02
1823.500000 2.578538e-02 -2.117845e-02 -4.603262e-02 7.516946e-02 -2.714431e-02
1824.500000 2.573288e-02 -2.108116e-02 -4.605216e-02 7.503681e-02 -2.693752e-02
1825.500000 2.568054e-02 -2.098443e-02 -4.607102e-02 7.490433e-02 -2.673237e-02
1826.500000 2.562808e-02 -2.088794e-02 -4.608874e-02 7.477065e-02 -2.652717e-02
1827.500000 2.557591e-02 -2.079135e-02 -4.610755e-02 7.463741e-02 -2.632037e-02
1828.500000 2.552359e-02 -2.069510e-02 -4.612483e-02 7.450259e-02 -2.611392e-02
1829.500000 2.547147e-02 -2.059919e-02 -4.614231e-02 7.436905e-02 -2.590889e-02
1830.500000 2.541967e-02 -2.050380e-02 -4.615930e-02 7.423488e-02 -2.570424e-02
1831.500000 2.536771e-02 -2.040822e-02 -4.617622e-02 7.410054e-02 -2.549939e-02
1832.500000 2.531559e-02 -2.031281e-02 -4.619205e-02 7.396490e-02 -2.529397e-02
1833.500000 2.526363e-02 -2.021753e-02 -4.620794e-02 7.382912e-02 -2.508836e-02
1834.500000 2.521245e-02 -2.012342e-02 -4.622397e-02 7.369493e-02 -2.488476e-02
1835.500000 2.516073e-02 -2.002895e-02 -4.623861e-02 7.355855e-02 -2.468048e-02
1836.500000 2.510969e-02 -1.993511e-02 -4.625440e-02 7.342417e-02 -2.447698e-02
1837.500000 2.505797e-02 -1.984100e-02 -4.626812e-02 7.328696e-02 -2.427275e-02
1838.500000 2.500665e-02 -1.974734e-02 -4.628220e-02 7.315078e-02 -2.406969e-02
1839.500000 2.495552e-02 -1.965381e-02 -4.629647e-02 7.301431e-02 -2.386552e-02
1840.500000 2.490483e-02 -1.956096e-02 -4.631077e-02 7.287890e-02 -2.366298e-02
1841.500000 2.485384e-02 -1.946803e-02 -4.632414e-02 7.274227e-02 -2.346013e-02
1842.500000 2.480286e-02 -1.937530e-02 -4.633683e-02 7.260484e-02 -2.325727e-02
1843.500000 2.475220e-02 -1.928304e-02 -4.634964e-02 7.246827e-02 -2.305552e-02
1844.500000 2.470147e-02 -1.919048e-02 -4.636271e-02 7.233099e-02 -2.285217e-02
1845.500000 2.465105e-02 -1.909909e-02 -4.637410e-02 7.219351e-02 -2.265144e-02
1846.500000 2.460033e-02 -1.900728e-02 -4.638531e-02 7.205506e-02 -2.244938e-02
1847.500000 2.455003e-02 -1.891604e-02 -4.639666e-02 7.191745e-02 -2.224850e-02
1848.500000 2.449989e-02 -1.882490e-02 -4.640820e-02 7.177973e-02 -2.204695e-02
1849.500000 2.444974e-02 -1.873389e-02 -4.641929e-02 7.164147e-02 -2.184521e-02
1850.500000 2.439963e-02 -1.864350e-02 -4.642897e-02 7.150251e-02 -2.164519e-02
1851.500000 2.434982e-02 -1.855318e-02 -4.643965e-02 7.136482e-02 -2.144530e-02
1852.500000 2.429978e-02 -1.846282e-02 -4.644951e-02 7.122594e-02 -2.124468e-02
1853.500000 2.424999e-02 -1.837309e-02 -4.645865e-02 7.108689e-02 -2.104537e-02
1854.500000 2.420047e-02 -1.828348e-02 -4.646831e-02 7.094815e-02 -2.084562e-02
1855.500000 2.415085e-02 -1.819415e-02 -4.647694e-02 7.080865e-02 -2.064617e-02
1856.500000 2.410125e-02 -1.810472e-02 -4.648581e-02 7.066917e-02 -2.044646e-02
1857.500000 2.405207e-02 -1.801617e-02 -4.649412e-02 7.053009e-02 -2.024811e-02
1858.500000 2.400247e-02 -1.792724e-02 -4.650153e-02 7.038927e-02 -2.004909e-02
1859.500000 2.395331e-02 -1.783884e-02 -4.650935e-02 7.024954e-02 -1.985082e-02
1860.500000 2.390434e-02 -1.775073e-02 -4.651713e-02 7.010991e-02 -1.965243e-02
1861.500000 2.385557e-02 -1.766320e-02 -4.652412e-02 6.997006e-02 -1.945560e-02
1862.500000 2.380617e-02 -1.757503e-02 -4.653019e-02 6.982818e-02 -1.925705e-02
1863.500000 2.375768e-02 -1.748782e-02 -4.653725e-02 6.968836e-02 -1.905989e-02
1864.500000 2.370913e-02 -1.740069e-02 -4.654412e-02 6.954889e-02 -1.886344e-02
1865.500000 2.366044e-02 -1.731391e-02 -4.654931e-02 6.940750e-02 -1.866720e-02
1866.500000 2.361163e-02 -1.722689e-02 -4.655463e-02 6.926583e-02 -1.847014e-02
1867.500000 2.356374e-02 -1.714094e-02 -4.656072e-02 6.912619e-02 -1.827485e-02
1868.500000 2.351508e-02 -1.705465e-02 -4.656469e-02 6.898380e-02 -1.807913e-02
1869.500000 2.346679e-02 -1.696847e-02 -4.656960e-02 6.884223e-02 -1.788312e-02
1870.500000 2.341874e-02 -1.688275e-02 -4.657419e-02 6.870066e-02 -1.768745e-02
1871.500000 2.337073e-02 -1.679729e-02 -4.657854e-02 6.855968e-02 -1.749317e-02
1872.500000 2.332262e-02 -1.671183e-02 -4.658213e-02 6.841709e-02 -1.729801e-02
1873.500000 2.327529e-02 -1.662724e-02 -4.658654e-02 6.827642e-02 -1.710392e-02
1874.500000 2.322702e-02 -1.654206e-02 -4.658895e-02 6.813326e-02 -1.691000e-02
1875.500000 2.317963e-02 -1.645783e-02 -4.659215e-02 6.799158e-02 -1.671648e-02
1876.500000 2.313196e-02 -1.637309e-02 -4.659541e-02 6.784910e-02 -1.652176e-02
1877.500000 2.308454e-02 -1.628924e-02 -4.659747e-02 6.770642e-02 -1.632899e-02
1878.500000 2.303718e-02 -1.620543e-02 -4.659968e-02 6.756417e-02 -1.613668e-02
1879.500000 2.298996e-02 -1.612196e-02 -4.660161e-02 6.742195e-02 -1.594449e-02
1880.500000 2.294288e-02 -1.603860e-02 -4.660348e-02 6.727918e-02 -1.575195e-02
1881.500000 2.289563e-02 -1.595512e-02 -4.660489e-02 6.713569e-02 -1.555899e-02
1882.500000 2.284875e-02 -1.587250e-02 -4.660574e-02 6.699290e-02 -1.536823e-02
1883.500000 2.280165e-02 -1.578967e-02 -4.660636e-02 6.684969e-02 -1.517693e-02
1884.500000 2.275523e-02 -1.570773e-02 -4.660712e-02 6.670734e-02 -1.498691e-02
1885.500000 2.270834e-02 -1.562505e-02 -4.660757e-02 6.656306e-02 -1.479443e-02
1886.500000 2.266165e-02 -1.554322e-02 -4.660698e-02 6.641922e-02 -1.460427e-02
1887.500000 2.261524e-02 -1.546165e-02 -4.660674e-02 6.627616e-02 -1.441525e-02
1888.500000 2.256908e-02 -1.538021e-02 -4.660697e-02 6.613327e-02 -1.422508e-02
1889.500000 2.252271e-02 -1.529908e-02 -4.660565e-02 6.598917e-02 -1.403620e-02
1890.500000 2.247635e-02 -1.521804e-02 -4.660419e-02 6.584504e-02 -1.384732e-02
1891.500000 2.243026e-02 -1.513722e-02 -4.660286e-02 6.570076e-02 -1.365808e-02
1892.500000 2.238418e-02 -1.505646e-02 -4.660152e-02 6.555664e-02 -1.346907e-02
1893.500000 2.233843e-02 -1.497637e-02 -4.659977e-02 6.541297e-02 -1.328146e-02
1894.500000 2.229254e-02 -1.489626e-02 -4.659748e-02 6.526869e-02 -1.309387e-02
1895.500000 2.224676e-02 -1.481631e-02 -4.659519e-02 6.512429e-02 -1.290593e-02
1896.500000 2.220112e-02 -1.473643e-02 -4.659314e-02 6.498026e-02 -1.271838e-02
1897.500000 2.215549e-02 -1.465741e-02 -4.658898e-02 6.483495e-02 -1.253284e-02
1898.500000 2.211003e-02 -1.457817e-02 -4.658586e-02 6.469011e-02 -1.234596e-02
1899.500000 2.206487e-02 -1.449932e-02 -4.658294e-02 6.454617e-02 -1.216026e-02
1900.500000 2.201969e-02 -1.442055e-02 -4.657968e-02 6.440167e-02 -1.197383e-02
1901.500000 2.197398e-02 -1.434152e-02 -4.657507e-02 6.425547e-02 -1.178756e-02
1902.500000 2.192928e-02 -1.426371e-02 -4.657114e-02 6.411145e-02 -1.160376e-02
1903.500000 2.188450e-02 -1.418587e-02 -4.656706e-02 6.396715e-02 -1.141925e-02
1904.500000 2.183962e-02 -1.410822e-02 -4.656195e-02 6.382177e-02 -1.123526e-02
1905.500000 2.179471e-02 -1.403032e-02 -4.655727e-02 6.367631e-02 -1.105001e-02
1906.500000 2.175007e-02 -1.395306e-02 -4.655205e-02 6.353129e-02 -1.086692e-02
1907.500000 2.170532e-02 -1.387599e-02 -4.654600e-02 6.338560e-02 -1.068417e-02
1908.500000 2.166059e-02 -1.379876e-02 -4.654013e-02 6.323929e-02 -1.050016e-02
1909.500000 2.161642e-02 -1.372227e-02 -4.653452e-02 6.309430e-02 -1.031765e-02
1910.500000 2.157220e-02 -1.364594e-02 -4.652856e-02 6.294945e-02 -1.013589e-02
1911.500000 2.152807e-02 -1.356988e-02 -4.652224e-02 6.280445e-02 -9.954534e-03
1912.500000 2.148397e-02 -1.349383e-02 -4.651561e-02 6.265855e-02 -9.772587e-03
1913.500000 2.143976e-02 -1.341794e-02 -4.650842e-02 6.251260e-02 -9.591432e-03
1914.500000 2.139586e-02 -1.334241e-02 -4.650129e-02 6.236695e-02 -9.410826e-03
1915.500000 2.135181e-02 -1.326671e-02 -4.649405e-02 6.222071e-02 -9.229348e-03
1916.500000 2.130835e-02 -1.319208e-02 -4.648641e-02 6.207562e-02 -9.050549e-03
1917.500000 2.126443e-02 -1.311691e-02 -4.647824e-02 6.192905e-02 -8.870304e-03
1918.500000 2.122097e-02 -1.304238e-02 -4.647007e-02 6.178305e-02 -8.691209e-03
1919.500000 2.117761e-02 -1.296804e-02 -4.646202e-02 6.163775e-02 -8.512844e-03
1920.500000 2.113382e-02 -1.289354e-02 -4.645255e-02 6.149037e-02 -8.333761e-03
1921.500000 2.109087e-02 -1.281944e-02 -4.644504e-02 6.134521e-02 -8.154769e-03
1922.500000 2.104743e-02 -1.274563e-02 -4.643515e-02 6.119816e-02 -7.977121e-03
1923.500000 2.100445e-02 -1.267215e-02 -4.642620e-02 6.105252e-02 -7.799850e-03
1924.500000 2.096162e-02 -1.259897e-02 -4.641692e-02 6.090683e-02 -7.623140e-03
1925.500000 2.091866e-02 -1.252567e-02 -4.640732e-02 6.076024e-02 -7.445826e-03
1926.500000 2.087552e-02 -1.245263e-02 -4.639656e-02 6.061316e-02 -7.269863e-03
1927.500000 2.083265e-02 -1.237950e-02 -4.638689e-02 6.046682e-02 -7.093047e-03
1928.500000 2.079055e-02 -1.230768e-02 -4.637685e-02 6.032156e-02 -6.918447e-03
1929.500000 2.074800e-02 -1.223543e-02 -4.636618e-02 6.017519e-02 -6.743475e-03
1930.500000 2.070510e-02 -1.216296e-02 -4.635467e-02 6.002765e-02 -6.568129e-03
1931.500000 2.066267e-02 -1.209099e-02 -4.634376e-02 5.988136e-02 -6.393723e-03
1932.500000 2.062045e-02 -1.201952e-02 -4.633208e-02 5.973430e-02 -6.219671e-03
1933.500000 2.057841e-02 -1.194821e-02 -4.632079e-02 5.958805e-02 -6.045958e-03
1934.500000 2.053636e-02 -1.187700e-02 -4.630931e-02 5.944182e-02 -5.872715e-03
1935.500000 2.049423e-02 -1.180589e-02 -4.629724e-02 5.929525e-02 -5.700137e-03
1936.500000 2.045222e-02 -1.173516e-02 -4.628450e-02 5.914811e-02 -5.527921e-03
1937.500000 2.041047e-02 -1.166436e-02 -4.627279e-02 5.900156e-02 -5.354815e-03
1938.500000 2.036883e-02 -1.159418e-02 -4.626010e-02 5.885512e-02 -5.183650e-03
1939.500000 2.032714e-02 -1.152381e-02 -4.624754e-02 5.870833e-02 -5.011713e-03
1940.500000 2.028537e-02 -1.145392e-02 -4.623353e-02 5.856064e-02 -4.841114e-03
1941.500000 2.024392e-02 -1.138430e-02 -4.622011e-02 5.841401e-02 -4.671160e-03
1942.500000 2.020255e-02 -1.131470e-02 -4.620685e-02 5.826739e-02 -4.500751e-03
1943.500000 2.016120e-02 -1.124544e-02 -4.619282e-02 5.812063e-02 -4.331887e-03
1944.500000 2.012006e-02 -1.117618e-02 -4.617943e-02 5.797392e-02 -4.161606e-03
1945.500000 2.007892e-02 -1.110731e-02 -4.616514e-02 5.782707e-02 -3.992902e-03
1946.500000 2.003802e-02 -1.103879e-02 -4.615079e-02 5.768028e-02 -3.824557e-03
1947.500000 1.999708e-02 -1.097048e-02 -4.613582e-02 5.753341e-02 -3.657366e-03
1948.500000 1.995602e-02 -1.090174e-02 -4.612123e-02 5.738599e-02 -3.488498e-03
1949.500000 1.991542e-02 -1.083374e-02 -4.610666e-02 5.723961e-02 -3.321217e-03
1950.500000 1.987470e-02 -1.076600e-02 -4.609109e-02 5.709257e-02 -3.154544e-03
1951.500000 1.983401e-02 -1.069820e-02 -4.607555e-02 5.694539e-02 -2.988174e-03
1952.500000 1.979359e-02 -1.063050e-02 -4.606058e-02 5.679831e-02 -2.820661e-03
1953.500000 1.975320e-02 -1.056356e-02 -4.604429e-02 5.665176e-02 -2.656404e-03
1954.500000 1.971280e-02 -1.049629e-02 -4.602841e-02 5.650465e-02 -2.490832e-03
1955.500000 1.967246e-02 -1.042963e-02 -4.601132e-02 5.635697e-02 -2.326461e-03
1956.500000 1.963257e-02 -1.036303e-02 -4.599578e-02 5.621111e-02 -2.161915e-03
1957.500000 1.959229e-02 -1.029634e-02 -4.597885e-02 5.606359e-02 -1.997554e-03
1958.500000 1.955241e-02 -1.023040e-02 -4.596174e-02 5.591691e-02 -1.834860e-03
1959.500000 1.951239e-02 -1.016406e-02 -4.594483e-02 5.576954e-02 -1.670819e-03
1960.500000 1.947261e-02 -1.009837e-02 -4.592736e-02 5.562279e-02 -1.508858e-03
1961.500000 1.943286e-02 -1.003263e-02 -4.591003e-02 5.547569e-02 -1.345936e-03
1962.500000 1.939315e-02 -9.967353e-03 -4.589181e-02 5.532879e-02 -1.185263e-03
1963.500000 1.935381e-02 -9.901900e-03 -4.587499e-02 5.518216e-02 -1.022358e-03
1964.500000 1.931441e-02 -9.837086e-03 -4.585665e-02 5.503540e-02 -8.621538e-04
1965.500000 1.927468e-02 -9.772075e-03 -4.583756e-02 5.488748e-02 -7.014359e-04
1966.500000 1.923565e-02 -9.707603e-03 -4.581971e-02 5.474146e-02 -5.414287e-04
1967.500000 1.919633e-02 -9.642807e-03 -4.580120e-02 5.459379e-02 -3.802846e-04
1968.500000 1.915759e-02 -9.579009e-03 -4.578279e-02 5.444815e-02 -2.220565e-04
1969.500000 1.911825e-02 -9.514699e-03 -4.576326e-02 5.430048e-02 -6.286900e-05
1970.500000 1.907912e-02 -9.450983e-03 -4.574314e-02 5.415316e-02 9.477313e-05
1971.500000 1.904045e-02 -9.387285e-03 -4.572451e-02 5.400697e-02 2.533361e-04
1972.500000 1.900169e-02 -9.323676e-03 -4.570529e-02 5.386030e-02 4.115337e-04
1973.500000 1.896281e-02 -9.260518e-03 -4.568458e-02 5.371288e-02 5.679585e-04
1974.500000 1.892411e-02 -9.197440e-03 -4.566425e-02 5.356570e-02 7.246691e-04
1975.500000 1.888558e-02 -9.134434e-03 -4.564436e-02 5.341907e-02 8.812955e-04
1976.500000 1.884752e-02 -9.072004e-03 -4.562486e-02 5.327358e-02 1.037111e-03
1977.500000 1.880898e-02 -9.009466e-03 -4.560362e-02 5.312608e-02 1.192312e-03
1978.500000 1.877102e-02 -8.947357e-03 -4.558357e-02 5.298019e-02 1.347488e-03
1979.500000 1.873246e-02 -8.885052e-03 -4.556188e-02 5.283277e-02 1.501876e-03
1980.500000 1.869446e-02 -8.823094e-03 -4.554099e-02 5.268571e-02 1.656971e-03
1981.500000 1.865629e-02 -8.761317e-03 -4.551946e-02 5.253915e-02 1.810273e-03
1982.500000 1.861834e-02 -8.699975e-03 -4.549751e-02 5.239246e-02 1.962778e-03
1983.500000 1.858047e-02 -8.638494e-03 -4.547623e-02 5.224622e-02 2.116038e-03
1984.500000 1.854248e-02 -8.577516e-03 -4.545331e-02 5.209915e-02 2.267169e-03
1985.500000 1.850482e-02 -8.516541e-03 -4.543144e-02 5.195278e-02 2.419328e-03
1986.500000 1.846701e-02 -8.455572e-03 -4.540883e-02 5.180544e-02 2.571451e-03
1987.500000 1.842968e-02 -8.395170e-03 -4.538689e-02 5.166000e-02 2.721799e-03
1988.500000 1.839204e-02 -8.334540e-03 -4.536406e-02 5.151288e-02 2.873062e-03
1989.500000 1.835505e-02 -8.274685e-03 -4.534186e-02 5.136754e-02 3.022698e-03
1990.500000 1.831762e-02 -8.214714e-03 -4.531839e-02 5.122087e-02 3.171968e-03
1991.500000 1.828036e-02 -8.154700e-03 -4.529533e-02 5.107414e-02 3.322126e-03
1992.500000 1.824311e-02 -8.095141e-03 -4.527153e-02 5.092771e-02 3.470395e-03
1993.500000 1.820622e-02 -8.035582e-03 -4.524872e-02 5.078180e-02 3.619516e-03
1994.500000 1.816918e-02 -7.976531e-03 -4.522448e-02 5.063575e-02 3.766292e-03
1995.500000 1.813203e-02 -7.917264e-03 -4.520007e-02 5.048881e-02 3.913840e-03
1996.500000 1.809514e-02 -7.858275e-03 -4.517596e-02 5.034242e-02 4.061300e-03
1997.500000 1.805868e-02 -7.799765e-03 -4.515221e-02 5.019700e-02 4.207769e-03
1998.500000 1.802200e-02 -7.741226e-03 -4.512783e-02 5.005115e-02 4.353617e-03
1999.500000 1.798544e-02 -7.683098e-03 -4.510301e-02 4.990559e-02 4.498101e-03
2000.500000 1.794875e-02 -7.624785e-03 -4.507781e-02 4.975881e-02 4.643783e-03
2001.500000 1.791242e-02 -7.566893e-03 -4.505300e-02 4.961310e-02 4.788461e-03
2002.500000 1.787604e-02 -7.508849e-03 -4.502823e-02 4.946712e-02 4.933500e-03
2003.500000 1.783954e-02 -7.451231e-03 -4.500227e-02 4.932089e-02 5.076873e-03
